symbol,price,ema120,vol_ratio,status
105560.KS,149300.0,123767.19228485854,3.366161127455305,Stage 2 유지
055550.KS,93600.0,75864.32081545002,1.7809678884455462,Stage 2 유지
028260.KS,289500.0,234641.74337360234,1.819831684946484,Stage 2 유지
