symbol,strategy,price,ma30,vol_ratio
GS,Weinstein,943.625,931.9728291829427,0.6406851121078927
BIIB,Weinstein,191.9600067138672,178.31499989827475,0.8059677465008526
NVDA,Weinstein,190.02000427246094,185.82266743977866,0.9511495239488937
CMCSA,Weinstein,31.6200008392334,28.754389635721843,0.41049256623478014
LRCX,Weinstein,229.55999755859375,213.84400024414063,0.4478436065024753
GILD,Weinstein,151.5500030517578,131.45399958292643,0.6501977084474377
MRK,Weinstein,117.23999786376953,110.36899998982747,0.8309444075867813
SBUX,Weinstein,99.01000213623047,91.82000020345052,0.4245846588067525
XOM,Weinstein,150.7899932861328,131.84366607666016,0.61949475603947
MNST,Weinstein,81.06999969482422,79.21733373006185,0.667484820488778
UPS,Weinstein,117.79000091552734,107.27300033569335,0.49566412969439916
CVX,Weinstein,182.27999877929688,166.00333251953126,0.5760313443570132
CTAS,Weinstein,195.1699981689453,191.64200083414713,0.38467726442442995
LIN,Weinstein,456.0899963378906,444.37233378092446,1.049374808661352
APD,Weinstein,286.19000244140625,263.61893361409506,0.4143813026995141
JNJ,Weinstein,239.23500061035156,218.72183430989583,0.5460543519383633
CSCO,Weinstein,86.88500213623047,77.29376525878907,0.7303158863445477
SCHW,Weinstein,106.83999633789062,102.69300003051758,0.6716020799308775
DOW,Weinstein,32.19779968261719,27.282926686604817,0.5137084505603485
VZ,Weinstein,46.970001220703125,41.096666463216145,0.5101229607594026
MAR,Weinstein,331.5150146484375,319.91716817220055,1.106885376479767
MDLZ,Weinstein,60.69499969482422,56.70414873758952,0.6797913880518384
TGT,Weinstein,115.62000274658203,106.24433288574218,0.4565546566104532
ADI,Weinstein,322.510009765625,300.3110015869141,0.45881462938552636
BA,Weinstein,244.9250030517578,236.64883270263672,0.44776187710242826
PFE,Weinstein,27.059999465942383,25.52477308909098,0.6395020880042581
VRTX,Weinstein,471.29998779296875,463.0499979654948,0.6514284153237001
CAT,Weinstein,741.1599731445312,639.0287679036459,0.6600369586418618
INTC,Weinstein,50.46910095214844,45.299970372517905,0.5595488911101566
FCX,Weinstein,63.474998474121094,58.47835578918457,0.4276191833403627
MPC,Weinstein,203.7550048828125,177.01516723632812,0.4805448917828144
ASML,Weinstein,1429.9100341796875,1304.1853271484374,0.413981481785869
PSX,Weinstein,157.8249969482422,141.0468322753906,0.5310240859265084
DE,Weinstein,585.3250122070312,511.90224609375,0.5066448791163198
T,Weinstein,27.075000762939453,24.58960329691569,0.3285699429796523
PCAR,Weinstein,127.23999786376953,120.04799982706706,0.5280814172634754
BAC,Weinstein,56.46500015258789,54.324833170572916,0.5731234487060245
MRNA,Weinstein,41.54999923706055,39.80699996948242,0.30321099037114924
MS,Weinstein,182.25999450683594,182.11358083089192,0.557782359274702
MCD,Weinstein,324.760009765625,311.0263346354167,0.6044455123832966
META,Weinstein,679.4949951171875,658.8628316243489,0.6146679696334959
GE,Weinstein,317.18499755859375,312.52350158691405,0.505859093942241
HON,Weinstein,239.66000366210938,215.4566680908203,0.39286041414916206
COST,Weinstein,998.0,938.6673909505208,0.48610679973266135
AMAT,Weinstein,330.5350036621094,305.504833984375,0.5159752746833683
SLB,Weinstein,50.48500061035156,46.097500228881835,0.4520969553989828
TXN,Weinstein,218.4499969482422,196.31341145833332,0.5292791751301199
KLAC,Weinstein,1438.3443603515625,1424.196797688802,0.6861691212653428
C,Weinstein,124.05500030517578,117.06832326253256,0.6314172319240113
PEP,Weinstein,166.5,148.47833404541015,0.736162983664855
COP,Weinstein,108.38999938964844,99.1466667175293,0.44609375312325816
NEM,Weinstein,120.94000244140625,113.82799962361653,0.4143166289477465
SHW,Weinstein,360.8900146484375,347.7703338623047,0.5783183380579001
RTX,Weinstein,196.41990661621094,194.23399607340494,0.5066340709775418
LOW,Weinstein,276.489990234375,264.6406733194987,0.4120526772661876
HD,Weinstein,381.4200134277344,370.2866678873698,0.5721249477824802
AAPL,Weinstein,273.8500061035156,262.9649983723958,0.5069517261827698
LMT,Weinstein,637.969970703125,566.3473307291666,0.5717155078164868
AMGN,Weinstein,377.1099853515625,340.2453348795573,0.537949361322694
